,BankId,BankgroupId,Capacity,ChannelId,ColumnId,CpuId,DimmId,FrequencyMHz,LogTime,Manufacturer,MaxSpeedMHz,McaBank,Model,PN,RankId,RetryRdErrLogParity,RowId,deviceID,error_type_full_name,memory_type,region
0,3,0,32,0,0,1,0,,1704134086,C,4000.0,O,I,BR,1,144723988,14346,15.0,CE.READ,DDR4,P
1,3,0,32,0,0,1,0,,1704133984,C,4000.0,O,I,BR,1,144723988,14364,15.0,CE.READ,DDR4,P
2,3,0,32,0,0,1,0,,1704135541,C,4000.0,O,I,BR,1,144723988,14393,15.0,CE.READ,DDR4,P
3,3,0,32,0,0,1,0,,1704131571,C,4000.0,O,I,BR,1,144723988,14412,15.0,CE.READ,DDR4,P
4,3,0,32,3,0,1,0,,1704131564,C,,O,I,BR,1,144723988,14412,15.0,CE.READ,DDR4,P
5,3,0,32,3,0,1,0,,1704130862,C,,O,I,BR,1,144723988,14419,15.0,CE.READ,DDR4,P
6,3,0,32,0,0,1,0,,1704134345,C,4000.0,O,I,BR,1,144723988,14420,15.0,CE.READ,DDR4,P
7,3,0,32,0,0,1,0,,1704131449,C,4000.0,O,I,BR,1,144724997,14435,15.0,CE.READ,DDR4,P
8,3,0,32,0,0,1,0,,1704139103,C,4000.0,O,I,BR,1,144723988,14455,15.0,CE.READ,DDR4,P
9,3,0,32,0,0,1,0,,1704133029,C,4000.0,O,I,BR,1,2718565697,14477,15.0,CE.READ,DDR4,P
10,3,0,32,0,0,1,0,,1704131944,C,4000.0,O,I,BR,1,2718565697,14491,15.0,CE.READ,DDR4,P
11,3,0,32,0,0,1,0,,1704133607,C,4000.0,O,I,BR,1,2718565697,14509,15.0,CE.READ,DDR4,P
12,3,0,32,0,0,1,0,,1704134779,C,4000.0,O,I,BR,1,2718565697,14534,15.0,CE.READ,DDR4,P
13,3,0,32,0,0,1,0,,1704132979,C,4000.0,O,I,BR,1,2718565697,14544,15.0,CE.READ,DDR4,P
14,3,0,32,3,0,1,0,,1704132246,C,,O,I,BR,1,2718582085,14550,15.0,CE.READ,DDR4,P
15,3,0,32,0,0,1,0,,1704132778,C,4000.0,O,I,BR,1,2718565697,14559,15.0,CE.READ,DDR4,P
16,3,0,32,3,0,1,0,,1704130862,C,,O,I,BR,1,144723988,14563,15.0,CE.READ,DDR4,P
17,3,0,32,0,0,1,0,,1704131694,C,4000.0,O,I,BR,1,2718565697,14568,15.0,CE.READ,DDR4,P
18,3,0,32,0,0,1,0,,1704132496,C,4000.0,O,I,BR,1,2718565697,14591,15.0,CE.READ,DDR4,P
19,3,0,32,0,0,1,0,,1704133820,C,4000.0,O,I,BR,1,145248276,14610,15.0,CE.READ,DDR4,P
20,3,0,32,0,0,1,0,,1704137776,C,4000.0,O,I,BR,1,2718041409,14637,15.0,CE.READ,DDR4,P
21,3,0,32,3,0,1,0,,1704131619,C,,O,I,BR,1,2718565441,14692,15.0,CE.READ,DDR4,P
22,3,0,32,0,0,1,0,,1704133100,C,4000.0,O,I,BR,1,2718565697,14694,15.0,CE.READ,DDR4,P
23,3,0,32,0,0,1,0,,1704134296,C,4000.0,O,I,BR,1,2819248193,14698,15.0,CE.READ,DDR4,P
24,3,0,32,0,0,1,0,,1704131917,C,4000.0,O,I,BR,1,2819228993,14702,15.0,CE.READ,DDR4,P
25,3,0,32,3,0,1,0,,1704130862,C,,O,I,BR,1,2718565697,14716,15.0,CE.READ,DDR4,P
26,3,0,32,0,0,1,0,,1704138862,C,4000.0,O,I,BR,1,2718565697,14729,15.0,CE.READ,DDR4,P
27,3,0,32,0,0,1,0,,1704135743,C,4000.0,O,I,BR,1,2718565697,14730,15.0,CE.READ,DDR4,P
28,3,0,32,0,0,1,0,,1704132137,C,4000.0,O,I,BR,1,2718565697,14734,15.0,CE.READ,DDR4,P
29,3,0,32,0,0,1,0,,1704134418,C,4000.0,O,I,BR,1,2150125844,14743,15.0,CE.READ,DDR4,P
30,3,0,32,0,0,1,0,,1704132424,C,4000.0,O,I,BR,1,2718565697,14761,15.0,CE.READ,DDR4,P
31,3,0,32,0,0,1,0,,1704132523,C,4000.0,O,I,BR,1,2181694784,14780,15.0,CE.READ,DDR4,P
32,3,0,32,0,0,1,0,,1704133225,C,4000.0,O,I,BR,1,2718565697,14781,15.0,CE.READ,DDR4,P
33,3,0,32,0,0,1,0,,1704131094,C,4000.0,O,I,BR,1,2718565697,14800,15.0,CE.READ,DDR4,P
34,3,0,32,0,0,1,0,,1704132761,C,4000.0,O,I,BR,1,2718565697,14804,15.0,CE.READ,DDR4,P
35,3,0,32,0,0,1,0,,1704132046,C,4000.0,O,I,BR,1,2686993488,14853,15.0,CE.READ,DDR4,P
36,3,0,32,0,0,1,0,,1704133122,C,4000.0,O,I,BR,1,144723988,14870,15.0,CE.READ,DDR4,P
37,3,0,32,0,0,1,0,,1704138501,C,4000.0,O,I,BR,1,2148029700,14876,15.0,CE.READ,DDR4,P
38,3,0,32,0,0,1,0,,1704133574,C,4000.0,O,I,BR,1,2718041409,14900,15.0,CE.READ,DDR4,P
39,3,0,32,0,0,1,0,,1704132052,C,4000.0,O,I,BR,1,2718565697,14910,15.0,CE.READ,DDR4,P
40,3,0,32,0,0,1,0,,1704130974,C,4000.0,O,I,BR,1,2718565697,14917,15.0,CE.READ,DDR4,P
41,3,0,32,0,0,1,0,,1704132638,C,4000.0,O,I,BR,1,2181710101,14928,15.0,CE.READ,DDR4,P
42,3,0,32,0,0,1,0,,1704138382,C,4000.0,O,I,BR,1,2718580997,14959,15.0,CE.READ,DDR4,P
43,3,0,32,3,0,1,0,,1704131595,C,,O,I,BR,1,2317357137,14978,15.0,CE.READ,DDR4,P
44,3,0,32,0,0,1,0,,1704132147,C,4000.0,O,I,BR,1,2718565697,14989,15.0,CE.READ,DDR4,P
45,3,0,32,0,0,1,0,,1704132507,C,4000.0,O,I,BR,1,2718565697,15022,15.0,CE.READ,DDR4,P
46,3,0,32,0,0,1,0,,1704130951,C,4000.0,O,I,BR,1,2718434625,15033,15.0,CE.READ,DDR4,P
47,3,0,32,0,0,1,0,,1704132627,C,4000.0,O,I,BR,1,2718565697,15058,15.0,CE.READ,DDR4,P
48,3,0,32,0,0,1,0,,1704132744,C,4000.0,O,I,BR,1,2685011265,15083,15.0,CE.READ,DDR4,P
49,3,0,32,0,0,1,0,,1704134790,C,4000.0,O,I,BR,1,2183795029,15121,15.0,CE.READ,DDR4,P
50,3,0,32,0,0,1,0,,1704135993,C,4000.0,O,I,BR,1,2718565700,15127,15.0,CE.READ,DDR4,P
51,3,0,32,3,0,1,0,,1704130862,C,,O,I,BR,1,2718586177,15145,15.0,CE.READ,DDR4,P
52,3,0,32,0,0,1,0,,1704132259,C,4000.0,O,I,BR,1,571102528,15146,15.0,CE.READ,DDR4,P
53,3,0,32,0,0,1,0,,1704131312,C,4000.0,O,I,BR,1,2718565697,15177,15.0,CE.READ,DDR4,P
54,3,0,32,0,0,1,0,,1704134317,C,4000.0,O,I,BR,1,2718061893,15179,15.0,CE.READ,DDR4,P
55,3,0,32,0,0,1,0,,1704131344,C,4000.0,O,I,BR,1,2718565697,15189,15.0,CE.READ,DDR4,P
56,3,0,32,0,0,1,0,,1704135663,C,4000.0,O,I,BR,1,2150122581,15205,15.0,CE.READ,DDR4,P
57,3,0,32,3,0,1,0,,1704130862,C,,O,I,BR,1,2718565697,15211,15.0,CE.READ,DDR4,P
58,3,0,32,0,0,1,0,,1704137546,C,4000.0,O,I,BR,1,2718565697,15215,15.0,CE.READ,DDR4,P
59,3,0,32,0,0,1,0,,1704136098,C,4000.0,O,I,BR,1,2718565697,15219,15.0,CE.READ,DDR4,P
60,3,0,32,0,0,1,0,,1704131427,C,4000.0,O,I,BR,1,134890817,15223,15.0,CE.READ,DDR4,P
61,3,0,32,0,0,1,0,,1704131454,C,4000.0,O,I,BR,1,2718565697,15226,15.0,CE.READ,DDR4,P
62,3,0,32,0,0,1,0,,1704131465,C,4000.0,O,I,BR,1,2718565697,15264,15.0,CE.READ,DDR4,P
63,3,0,32,0,0,1,0,,1704133714,C,4000.0,O,I,BR,1,2718565697,15274,15.0,CE.READ,DDR4,P
64,3,0,32,0,0,1,0,,1704133501,C,4000.0,O,I,BR,1,2718565697,15279,15.0,CE.READ,DDR4,P
65,3,0,32,0,0,1,0,,1704138262,C,4000.0,O,I,BR,1,2718565697,15305,15.0,CE.READ,DDR4,P
66,3,0,32,0,0,1,0,,1704131581,C,4000.0,O,I,BR,1,2718565697,15309,15.0,CE.READ,DDR4,P
67,3,0,32,3,0,1,0,,1704131578,C,,O,I,BR,1,2718565697,15309,15.0,CE.READ,DDR4,P
68,3,0,32,0,0,1,0,,1704133474,C,4000.0,O,I,BR,1,2718565697,15314,15.0,CE.READ,DDR4,P
69,3,0,32,0,0,1,0,,1704132265,C,4000.0,O,I,BR,1,2718565697,15316,15.0,CE.READ,DDR4,P
70,3,0,32,0,0,1,0,,1704131671,C,4000.0,O,I,BR,1,2718565697,15317,15.0,CE.READ,DDR4,P
71,3,0,32,0,0,1,0,,1704132529,C,4000.0,O,I,BR,1,2718565697,15358,15.0,CE.READ,DDR4,P
72,3,0,32,0,0,1,0,,1704130986,C,4000.0,O,I,BR,1,134894868,15779,15.0,CE.READ,DDR4,P
73,3,0,32,0,0,1,0,,1704133220,C,4000.0,O,I,BR,1,144723988,15790,15.0,CE.READ,DDR4,P
74,3,0,32,0,0,1,0,,1704132866,C,4000.0,O,I,BR,1,144723988,15811,15.0,CE.READ,DDR4,P
75,3,0,32,0,0,1,0,,1704133491,C,4000.0,O,I,BR,1,144723988,15812,15.0,CE.READ,DDR4,P
76,3,0,32,3,0,1,0,,1704132231,C,,O,I,BR,1,144723988,15828,15.0,CE.READ,DDR4,P
77,3,0,32,0,0,1,0,,1704133585,C,4000.0,O,I,BR,1,144723988,15861,15.0,CE.READ,DDR4,P
78,3,0,32,0,0,1,0,,1704131532,C,4000.0,O,I,BR,1,2728416528,15869,15.0,CE.READ,DDR4,P
79,3,0,32,3,0,1,0,,1704131511,C,,O,I,BR,1,2728416528,15869,15.0,CE.READ,DDR4,P
80,3,0,32,0,0,1,0,,1704139221,C,4000.0,O,I,BR,1,144723988,15872,15.0,CE.READ,DDR4,P
81,3,0,32,0,0,1,0,,1704132660,C,4000.0,O,I,BR,1,144723988,15874,15.0,CE.READ,DDR4,P
82,3,0,32,0,0,1,0,,1704139248,C,4000.0,O,I,BR,1,713691136,15883,15.0,CE.READ,DDR4,P
83,3,0,32,3,0,1,0,,1704130862,C,,O,I,BR,1,144723988,15896,15.0,CE.READ,DDR4,P
84,3,0,32,0,0,1,0,,1704136348,C,4000.0,O,I,BR,1,44060692,15898,15.0,CE.READ,DDR4,P
85,3,0,32,0,0,1,0,,1704136728,C,4000.0,O,I,BR,1,145231892,15902,15.0,CE.READ,DDR4,P
86,3,0,32,0,0,1,0,,1704130864,C,4000.0,O,I,BR,1,144723985,15926,15.0,CE.READ,DDR4,P
87,3,0,32,0,0,1,0,,1704132017,C,4000.0,O,I,BR,1,713036880,15938,15.0,CE.READ,DDR4,P
88,3,0,32,0,0,1,0,,1704133623,C,4000.0,O,I,BR,1,144723988,15949,15.0,CE.READ,DDR4,P
89,3,0,32,0,0,1,0,,1704132617,C,4000.0,O,I,BR,1,144703508,15958,15.0,CE.READ,DDR4,P
90,3,0,32,3,0,1,0,,1704130862,C,,O,I,BR,1,144723988,15990,15.0,CE.READ,DDR4,P
91,3,0,32,0,0,1,0,,1704131066,C,4000.0,O,I,BR,1,2728546372,16009,15.0,CE.READ,DDR4,P
92,3,0,32,0,0,1,0,,1704131422,C,4000.0,O,I,BR,1,144723988,16015,15.0,CE.READ,DDR4,P
93,3,0,32,0,0,1,0,,1704132058,C,4000.0,O,I,BR,1,681595156,16026,15.0,CE.READ,DDR4,P
94,3,0,32,0,0,1,0,,1704131682,C,4000.0,O,I,BR,1,144723988,16065,15.0,CE.READ,DDR4,P
95,3,0,32,0,0,1,0,,1704131207,C,4000.0,O,I,BR,1,144723988,16067,15.0,CE.READ,DDR4,P
96,3,0,32,0,0,1,0,,1704132906,C,4000.0,O,I,BR,1,144723988,16071,15.0,CE.READ,DDR4,P
97,3,0,32,0,0,1,0,,1704130946,C,4000.0,O,I,BR,1,178278420,16097,15.0,CE.READ,DDR4,P
98,3,0,32,0,0,1,0,,1704134053,C,4000.0,O,I,BR,1,134238225,16145,15.0,CE.READ,DDR4,P
99,3,0,32,0,0,1,0,,1704137898,C,4000.0,O,I,BR,1,144723988,16148,15.0,CE.READ,DDR4,P
100,3,0,32,0,0,1,0,,1704135977,C,4000.0,O,I,BR,1,144724244,16168,15.0,CE.READ,DDR4,P
101,3,0,32,3,0,1,0,,1704132240,C,,O,I,BR,1,144723988,16169,15.0,CE.READ,DDR4,P
102,3,0,32,0,0,1,0,,1704130957,C,4000.0,O,I,BR,1,2818593808,16210,15.0,CE.READ,DDR4,P
103,3,0,32,0,0,1,0,,1704131415,C,4000.0,O,I,BR,1,144723988,16214,15.0,CE.READ,DDR4,P
104,3,0,32,0,0,1,0,,1704131217,C,4000.0,O,I,BR,1,144725012,16225,15.0,CE.READ,DDR4,P
105,3,0,32,0,0,1,0,,1704135669,C,4000.0,O,I,BR,1,671105028,16228,15.0,CE.READ,DDR4,P
106,3,0,32,0,0,1,0,,1704132023,C,4000.0,O,I,BR,1,144723988,16238,15.0,CE.READ,DDR4,P
